Note1,Note2,Note3,Note4,Note5,Note6,Note7
76.83367,3.3369079,-2.75104,14.608765,7.0120826,9.388878,4.8020444
64.92745,9.411663,-1.1261792,16.347116,16.327303,8.581396,10.879284
44.220123,17.532898,0.965046,17.498589,25.785583,9.4574375,16.159021
40.29291,17.720371,3.660728,15.18198,31.635714,6.2604914,11.934464
62.546116,7.1427946,3.8000202,12.579143,22.909313,5.4563823,4.504189
77.402,-0.16506901,2.533273,8.300941,13.629712,2.1110442,-3.3702514
76.44138,1.3464459,2.9755857,3.952809,5.9269133,4.068706,-2.7512329
63.272774,10.240722,9.503186,7.512711,-0.8409215,13.704773,1.4786135
50.58436,21.778706,15.789171,15.856986,-1.8682534,16.993893,8.414159
60.408634,25.859737,16.961836,27.001146,-6.411574,18.873869,13.772951
82.49539,20.214485,13.357553,33.5554,-9.807925,17.179976,7.593268
99.00322,11.193062,7.3157015,32.43551,-7.2099442,9.642358,-5.4984007
104.07775,6.9234285,1.1117309,26.649103,-2.0337098,4.1994696,-10.044664
105.22622,5.968072,-2.6630425,20.933352,-2.722778,4.072532,-7.454557
107.29022,4.045474,-3.5025423,16.088846,-4.030415,5.155625,-6.947669
109.69072,3.3896358,-2.1983473,11.769082,-4.6486983,6.245767,-8.554638
111.4343,3.0558174,-2.7908895,10.374008,-5.789218,7.4420743,-9.803876
112.05837,3.7422378,-3.1107652,9.096725,-6.0328965,7.025342,-10.28962
112.77626,3.6676235,-2.9194283,8.095337,-6.3670874,7.218272,-10.357438
113.31216,3.015799,-2.4973395,7.3822856,-7.154439,8.152167,-10.579489
111.1011,5.718478,-2.7259984,8.29058,-10.570186,11.234257,-10.275442
105.45836,11.303412,-2.3409681,8.451517,-13.057819,13.209593,-6.6210785
101.7702,12.8270445,-0.9263686,8.60323,-13.361121,12.958895,-1.5054401
99.87481,12.194084,0.8450784,8.853166,-11.117619,10.077185,2.7218711
95.12697,14.811164,2.0730178,9.246578,-10.875532,9.376763,8.276955
87.99797,18.398495,2.5498357,9.790702,-13.738009,14.683051,10.655772
84.55414,17.115995,1.572004,10.130449,-11.023767,16.364595,5.613569
87.083786,10.890866,-0.13440594,9.460172,-6.1013618,13.875477,-5.42852
88.56176,5.067446,-0.7299952,7.350745,-3.154135,9.387302,-5.408161
88.65548,1.7132691,-1.0395441,5.102769,-2.7231088,4.838314,-3.5580187
86.30346,3.363277,-0.8050031,4.69698,-5.581095,6.474658,-3.4002123
80.04715,10.87196,-1.3655552,7.425113,-9.691286,12.5662365,-4.2716255
74.39125,18.238699,-2.2861526,9.887905,-12.373011,17.14164,-4.952261
77.58766,19.232803,-2.6856556,9.931395,-9.6699915,15.3128,3.796494
85.029045,14.752798,-2.2633288,7.862807,-7.617698,11.205738,6.327846
87.49311,11.943867,1.5737888,5.505422,-3.6443074,3.978148,6.212606
86.93152,13.320192,4.0092125,8.30947,-2.9756076,6.145117,5.204969
89.91899,12.839376,4.03404,11.330729,-3.2601168,8.899475,3.6027255
96.64672,7.9167128,2.1503282,12.450908,-5.752054,11.783342,-0.57625234
101.20421,1.9948429,-1.0750785,11.615502,-8.524226,12.489735,-2.099781
103.12759,-0.040653683,-3.239619,9.692028,-10.520439,10.738532,-4.4038835
96.96586,7.3233924,-0.8665105,8.439789,-10.090038,10.37403,-2.392168
80.02201,16.219656,1.1101675,10.506243,-6.066984,12.623162,8.645873
58.619064,18.402729,2.6712518,10.66132,1.605222,13.719713,21.40314
49.50803,11.05936,2.5621867,11.318731,6.9159493,14.20328,23.994066
62.9002,7.1439943,0.93915206,13.056242,5.4825764,13.589682,12.63862
79.77393,3.1680057,-1.3251895,13.964622,2.473302,10.33782,-1.8814217
88.61239,0.16467425,-3.3908942,12.953945,0.93902355,5.002763,-8.683601
90.7436,-1.0688088,-3.40607,10.230146,-0.6781275,3.3591082,-8.65513
91.27961,-2.8328254,-2.7381797,9.038897,-2.7041826,4.6721883,-8.174535
90.88889,-3.110464,-3.1527817,8.509082,-3.5438976,5.1133146,-7.3561425
90.51189,-1.8895129,-3.208926,8.2446575,-3.9949348,5.18982,-7.6433573
89.492035,0.17001212,-3.0342815,8.627682,-4.840728,5.824652,-7.4420466
83.954185,4.2354245,-3.480935,10.815508,-5.8703966,9.261198,-4.164457
70.907936,11.931902,-2.3602667,12.435183,-5.3906555,14.055772,-0.4561777
58.159546,18.601618,-0.836009,12.072147,-5.722735,17.634605,1.8326375
58.59958,19.028025,0.55226195,9.240559,-4.672619,16.11406,6.207592
69.578156,14.409241,0.5151578,7.124154,-5.2287035,11.793096,5.486795
67.92841,17.77573,0.4852121,6.374204,-5.365385,8.007404,7.221239
54.135345,23.816866,0.52535075,8.844314,-5.5441494,10.66419,9.370754
39.894157,24.915745,0.55754226,10.715681,-7.1037865,13.531557,6.661461
38.66966,17.788446,0.045367397,10.768943,-11.183471,15.028102,2.0906744
48.11548,7.367922,-0.5617306,8.605451,-13.847782,13.353963,-1.406884
51.816696,3.841421,-1.7599734,7.4145007,-14.658784,10.101092,-2.5909958
50.465755,8.607827,2.0161755,8.940574,-12.553851,9.194993,-1.8723086
51.58223,15.07485,7.7962356,10.053642,-6.7378497,5.7168283,-2.7768996
59.144733,18.894976,10.937618,13.183846,-1.5759038,7.939966,7.951703
77.60442,16.492395,8.322318,18.144365,-1.1795247,15.27036,10.289169
92.89974,14.5211115,2.7590125,18.63431,-0.73574156,17.70033,5.8362427
101.424286,10.679468,-2.0313551,13.950572,-0.06991403,13.809057,-1.2877129
106.602936,6.788864,-2.8924055,10.607599,0.45311752,7.2012463,-5.5129695
109.5515,5.2167573,-1.9128349,7.52913,1.2862105,2.2445722,-6.053798
112.00399,3.7536829,-2.0991967,6.432635,0.24793898,2.7270713,-6.773439
113.1481,3.61142,-2.003873,5.5701656,-0.2925338,3.1639483,-7.0581264
113.84188,3.716856,-1.9861101,4.834449,-0.8108494,4.146382,-8.034108
112.63494,5.5602303,-1.0486429,3.5848103,-0.5231497,4.288065,-8.112806
105.467445,12.140784,0.05627004,3.8337357,-1.2800721,6.375509,-4.971862
88.65542,21.8749,2.4462147,5.977871,-3.3135834,14.725018,-0.6355382
69.34721,26.73569,2.4102285,13.183824,-8.799142,25.606922,0.007696955
67.99929,19.45525,0.9858776,19.423412,-11.5577135,32.635307,3.5855656
84.85849,5.1148367,0.70530206,19.309715,-8.377725,29.92067,3.2078934
86.592995,7.427582,-0.5740082,16.244284,-4.192035,19.517189,5.4605017
67.489784,20.872604,-1.044872,16.965714,-2.615662,16.232805,14.522082
41.886936,32.372738,0.40592882,17.631903,2.448708,15.583047,19.086727
45.11389,31.784655,0.63248026,15.627666,1.6998523,17.304424,13.50508
69.55224,21.211742,-1.0525591,12.591855,-6.730824,19.308502,3.676987
83.35354,12.975824,-2.8189118,9.2740965,-10.054948,13.713506,-4.5023603
80.12867,11.940229,-2.798527,11.163335,-9.806775,11.4451885,1.4116014
62.944603,18.317358,-0.18071707,12.219393,-5.925864,14.375164,13.2479315
46.755512,22.304987,4.728702,8.951473,4.0624456,13.808982,16.599558
52.78828,19.26614,6.6421266,7.9129753,8.906653,15.114431,10.99752
78.53761,10.89955,3.494464,10.677395,4.9355855,16.553411,2.0794947
93.96433,5.6145897,0.7135885,11.946532,2.4434757,11.545625,-5.2485714
100.29618,2.245002,1.0090964,13.433978,-1.6236804,7.9618464,-6.1758885
101.95231,1.166098,0.7312338,14.890964,-2.8581667,7.046862,-5.7716737
102.825874,0.7567628,-0.05560947,16.11746,-4.676251,5.950138,-6.5625033
103.143845,0.4006041,-0.72112507,17.032595,-6.3352437,5.855236,-7.213504
102.61413,2.4806628,-0.8713665,17.317234,-6.9616003,6.3569846,-7.555338
97.24285,8.501527,-0.99147314,16.934675,-5.7894945,8.014276,-4.422769
86.74924,13.61823,1.4851141,15.087262,-5.056886,11.855626,1.7774266
73.76155,14.742667,3.3140554,13.964941,-8.144298,18.343636,10.471744
55.657753,31.920275,6.5527463,14.20745,-6.375768,19.3789,15.404807
34.864433,59.16147,6.370993,17.475864,-6.6008587,19.634455,13.402959
15.431147,78.04865,-0.9818146,25.92527,-8.854365,17.880817,6.66482
2.1555815,84.10516,-9.726108,31.93078,-4.022247,10.303518,2.0245419
-7.839995,84.54502,-6.5465326,32.50992,3.2004027,6.586405,8.001943
-7.8490286,85.78977,-5.231002,31.942194,5.037131,8.480135,9.009636
-4.4488363,89.872505,-7.029503,29.272816,4.207093,8.550311,6.32486
-3.6863348,94.59898,-7.531662,24.124762,2.5165808,6.1579065,3.7856522
-6.5761776,98.80936,-8.067714,20.49448,0.033765998,3.872825,3.4236078
-11.087267,100.58413,-7.371292,16.665663,5.4098425,-1.2178748,6.189515
-6.8269887,90.5505,-3.322836,12.453034,10.624949,1.6844763,9.94719
2.94062,68.91661,7.465048,11.14408,12.636408,8.096734,13.504858
15.636946,42.342346,28.342785,10.585074,6.5664697,17.224869,15.277238
21.296553,25.305717,51.217342,16.694866,5.6241083,17.421375,16.05003
18.200455,16.046013,64.33464,28.149694,-0.68642765,16.251549,13.670104
16.683382,8.990056,55.617165,46.557064,-7.2529297,12.266559,10.373538
13.698331,10.493882,36.358387,61.22463,-6.23973,10.939242,12.698025
9.797702,10.97105,50.152485,49.898968,-5.286315,9.927807,14.040815
6.6801414,7.1740932,79.37973,24.472065,-3.6028194,7.4415193,11.438448
6.0935135,2.8756673,96.88647,5.7638755,-1.4322392,3.7466555,6.5023365
8.469118,1.1218354,100.665764,0.65524566,-2.5877676,4.576767,4.6671686
11.451842,2.8212214,98.27125,3.2118359,-2.4847844,8.238277,6.504404
12.200063,6.813074,92.322945,10.952727,-3.5217354,12.186578,9.36622
11.098486,8.499961,92.32414,11.979652,-5.443336,15.169085,11.617926
11.248765,6.4680147,100.41852,2.5806308,-6.918381,17.201149,9.986974
14.747638,2.8629239,105.10062,-4.2473187,-1.9520255,22.17018,6.808764
9.364749,8.31345,83.533134,17.503319,16.876574,19.271292,12.958867
3.8260071,13.175605,51.127663,39.213123,22.23593,22.243645,18.520372
3.175153,10.959383,45.12155,38.097054,16.447603,25.703356,17.870352
6.899911,2.9960468,69.73399,16.966846,3.95461,26.629055,11.733743
8.624928,-2.5496695,88.31153,-0.66571486,-4.2929482,21.39652,5.1421986
5.1590095,0.90814984,92.33614,-4.8773065,1.2218596,11.486792,4.9050207
4.2372165,8.242745,80.89949,9.298127,6.923864,6.153172,6.391614
6.7078567,11.485898,61.23647,30.530798,4.1482587,14.002799,8.95986
9.733216,9.935322,68.5532,26.341948,0.83963245,19.474014,10.576925
13.054731,6.542986,87.39347,7.245093,-2.2372153,18.800821,8.915069
8.934381,6.7199826,81.26964,13.600717,10.820681,6.3927197,8.475871
6.7333937,9.393417,55.664066,30.644032,15.071627,11.959438,10.64536
7.3809714,13.367772,26.362026,44.463985,16.144981,11.908899,13.110384
10.950317,11.566376,9.421218,69.121864,6.463309,11.986848,11.24959
13.202657,5.9214253,-9.424256,101.51006,-8.2808275,12.136414,6.66791
14.438761,-1.0315356,-14.409798,117.60169,-14.607486,12.637528,1.3414463
14.096368,-3.4696996,-16.535238,122.40513,-12.4135,12.444491,-0.43153274
14.915018,-1.6281551,-14.307216,116.41781,-9.722598,11.444633,-0.76900566
15.458194,3.5228283,-13.244151,104.92684,-7.3216586,10.114307,1.3289587
14.8137865,7.95058,-16.709566,101.130684,-7.4293375,7.935958,5.5076876
17.065765,6.3663774,-12.893776,109.4165,-15.396355,13.352095,5.9531684
15.20862,3.2849782,-10.291676,116.465004,-12.039174,15.079497,4.9846535
12.82608,0.7807746,1.2957278,103.50879,-2.9521134,13.741485,3.0025535
11.143137,4.1441207,23.743782,70.304344,2.8554323,12.736351,5.571673
17.008358,4.3738523,37.764847,48.510788,-6.512082,18.101603,5.3212967
18.93804,4.3148255,21.29471,75.05476,-8.736703,15.187698,3.9894464
19.359226,1.2611985,-1.6568389,106.85645,-11.25939,12.878441,0.57874376
18.932901,-2.8982885,-11.584222,120.27803,-16.297325,14.765972,-3.155071
16.972172,-2.9299324,-7.945151,114.2854,-12.536086,14.198205,-3.6202095
10.5824375,4.8096647,-0.73892903,93.77836,3.809092,6.807752,-1.507765
7.5634685,13.901156,6.4125543,63.920708,26.084806,-6.707644,1.8032625
12.590625,15.044064,12.886883,40.07591,52.818142,-13.522839,2.7922506
18.446703,12.270661,12.443393,37.681103,77.8105,-8.334735,1.7288905
18.658978,9.928144,6.650351,40.41711,85.298996,10.353777,0.05282418
13.048375,11.863888,6.923193,37.557743,68.8286,37.36477,0.81656253
18.465317,9.027181,22.022364,21.694794,42.02913,62.11946,-3.476725
25.99993,4.4444714,24.618145,14.261734,57.361996,54.98524,-7.911831
24.018568,1.790683,17.429155,8.460563,95.41513,31.367313,-6.84869
20.69672,-0.55513614,9.402234,-0.98586226,119.150276,15.236014,-4.780289
19.11068,-1.1047509,3.979909,-0.63434553,126.876045,9.787803,-4.269167
17.76106,1.6874799,1.3078612,4.1093116,124.43381,14.744959,-1.0655427
17.490488,6.5502586,6.245707,10.522877,102.30621,37.162086,3.8768659
17.376436,12.226017,15.704818,10.4307165,69.60328,65.25214,6.3393207
19.02765,16.221102,22.39822,4.592057,67.68221,67.01121,6.001267
20.985607,16.769865,19.41247,2.038808,100.149734,40.871635,7.077961
23.37831,11.828521,12.060241,-1.9360209,123.740875,19.954422,7.996546
20.613195,11.559657,2.084503,7.929092,128.8298,11.926035,8.04804
10.903948,21.548813,-2.545496,26.758806,114.291794,17.910355,8.124416
1.6390749,29.361689,-5.4775887,46.907673,90.89192,18.686382,9.602845
14.787085,26.041672,-5.3762565,50.290062,90.480736,-2.6954105,3.4861772
28.665462,12.650077,-2.7714293,36.653034,96.767624,-2.1549592,1.7569922
33.857014,2.7593184,-0.39047524,15.149876,107.40578,2.2878547,0.9799026
35.539715,1.3295152,-1.711441,7.4376435,112.738945,1.9484282,-2.5909607
31.505049,9.56236,-3.4089854,19.820341,105.85238,4.203574,-1.0232304
21.349619,19.47169,-2.67685,40.078033,89.252754,6.6524158,7.8582954
18.75839,23.252962,-1.5056694,52.42342,81.10941,-1.5087231,9.842927
26.061039,18.27215,2.6654267,44.161106,92.79013,-6.1536183,4.087354
27.363453,10.831476,5.9314823,22.318525,110.681595,-4.696496,-1.8753526
17.159676,12.789428,2.373189,13.5287695,116.3994,-3.086843,-3.4047384
1.3813117,17.601416,-0.13608928,24.130684,107.80653,-2.3994486,2.9984457
-12.419372,18.975128,-2.0226576,26.48328,97.009636,-2.8909483,9.109574
-19.316694,14.955389,-2.774385,19.69977,87.474106,1.8731201,13.831046
-16.241974,7.039872,-1.867076,11.290455,79.00479,13.229226,13.764734
-9.150769,-0.8035555,-1.77713,10.885922,60.289864,36.790356,9.90031
-3.4895725,-2.891714,0.6935972,11.2044325,35.486755,62.00348,7.9859223
4.4092493,3.0206692,2.197686,22.275286,4.5644603,82.448235,6.6967616
14.132649,13.019262,0.2017239,38.612896,-30.658606,100.059875,4.15041
9.502229,23.449018,2.5760326,35.49087,-20.856932,120.63097,8.407362
4.376831,26.275433,3.5623586,24.070015,-18.265265,146.73294,10.529332
10.122014,21.313114,2.8002288,12.122282,-21.69419,161.50284,4.1267962
20.448975,16.255089,4.165035,16.806923,-12.557888,147.85777,3.081358
25.746916,12.387861,3.575759,28.43586,-10.036442,120.64552,8.836617
25.572258,13.8243685,0.65628916,35.39719,-23.676493,105.83433,10.02518
11.856174,22.415964,-0.65578735,28.369587,-22.872784,114.44758,10.008905
6.017002,24.793568,-0.29009262,13.8868265,-22.195852,129.31787,2.821425
5.649474,23.945274,-2.3454986,7.2640686,-18.308508,132.29381,0.88680905
2.7145271,22.888128,-2.852577,12.575956,-8.18901,119.9997,8.639596
-1.6589416,23.751741,1.1319586,18.702892,12.809851,84.574776,17.112535
-9.096133,30.37112,7.0966153,19.98389,34.160454,37.396782,30.519957
-5.876959,24.699053,8.991755,21.879963,14.693277,63.833565,51.250057
-3.12404,13.985264,10.685709,16.556139,-5.480711,80.444984,80.962135
-1.7303184,4.31481,18.615414,2.8658118,-9.481107,66.81534,105.62462
-4.398836,7.934547,22.917175,-0.9735403,7.526168,29.25179,116.779755
-4.452129,16.823296,25.238413,-0.7540955,15.610102,3.640142,116.90933
1.8415513,14.31932,25.50747,-1.1653203,8.174245,6.150513,117.163475
5.141186,7.8669515,23.824186,-3.7172372,1.6395428,10.011667,119.15798
5.4328413,2.1294522,20.408297,-5.9040837,-1.2677166,9.126857,120.686615
5.479288,2.2193475,17.480297,-7.779685,0.50722563,5.471577,123.451935
13.809737,3.9993,14.833174,-2.7703378,-6.691727,12.769861,119.4301
30.532736,0.0237967,11.329237,6.031706,-19.23202,32.731804,99.22691
44.82053,-4.1338406,7.279754,15.357478,-26.409967,49.127647,73.240524
39.21587,-3.989631,14.831514,12.411267,-20.409811,50.526768,84.40387
25.056448,-0.9825221,20.595072,5.103393,-9.526018,37.946114,108.87223
16.131105,-0.025040664,22.670729,-2.5506673,-3.039986,20.913452,118.83409
15.104856,-2.0778947,20.495115,-4.778104,-2.4652798,11.279671,114.74386
14.316213,-0.4977725,20.023548,-2.0347338,1.8404468,8.901599,110.183174
14.787387,1.8737438,18.9741,0.70606095,3.09055,9.702524,109.0079
16.832893,2.9482553,16.750954,2.1490502,0.7159861,10.099724,110.69974
17.119568,2.3776908,12.706292,2.9051166,-7.3531594,15.401356,110.22124
16.182373,0.700119,8.236261,2.824804,-14.669073,32.261707,96.032295
15.821688,-1.6492292,1.7981187,6.8113213,-18.757421,56.45713,65.29167
13.718753,-0.95657986,0.5344427,12.63236,-15.508857,75.276764,30.809628
9.739724,7.4528933,4.1197677,22.302267,1.3758615,71.7591,11.245329
-1.2658036,26.091324,6.117209,30.852165,25.70521,46.682724,17.610346
-5.9821806,35.03138,5.4321427,34.03975,26.937717,58.008327,20.215797
