Note1,Note2,Note3,Note4,Note5,Note6,Note7
-5.1607275,29.699495,3.5443316,29.013332,2.1947238,111.60269,18.644464
0.46662372,20.902412,2.051763,16.218405,-26.242735,153.84106,12.1857395
10.108085,14.784665,0.74695045,9.176505,-39.844025,171.64502,5.4732957
14.245537,14.9518795,3.079286,9.16919,-30.859612,169.53207,3.1465495
13.942775,18.73659,4.310766,8.360174,-17.544363,161.28432,0.42372328
9.176373,28.536453,3.8314826,8.482408,-14.320928,155.47484,0.10370188
4.9508595,33.91321,1.0328944,9.455302,-24.320011,156.6522,1.985337
0.4967389,34.44178,-1.9110339,9.067991,-35.197113,160.35611,4.75585
-1.3296245,34.368332,-1.0749899,10.513004,-30.78348,155.42564,7.4565535
-5.851897,36.412136,3.7014909,20.087322,-13.204529,133.43759,17.457756
-6.4218607,38.200794,5.32052,29.854736,7.45288,94.115845,23.92829
-2.9341927,37.732903,5.7863536,31.407797,17.960325,68.8015,23.718643
0.5987155,34.96314,3.8280098,25.90351,8.145794,96.97451,17.331156
3.7486076,28.193888,1.1470999,15.631746,-10.289555,131.69223,9.229155
7.034822,22.806059,1.8312277,9.123871,-24.312452,148.85274,8.712507
19.655703,17.073528,7.520722,9.172763,-16.942097,142.80602,6.58181
24.216955,12.174419,8.771292,8.287196,23.372469,110.31888,4.8201
20.050348,6.43678,8.783055,2.043909,73.304565,65.786316,3.8037052
13.657434,1.799645,5.530382,-4.2370443,106.453224,32.246273,1.1063768
9.708437,1.1599354,3.3951602,0.35671937,108.8325,28.84283,2.7183876
7.7208934,6.971894,7.860917,9.29358,85.18078,50.42968,8.961577
10.095146,13.469482,14.736761,12.755487,50.35153,79.692825,12.273279
17.97643,15.108632,19.131529,7.947546,45.399254,83.829636,11.016956
14.474046,15.773899,14.113073,6.7065105,87.32788,52.881676,11.09843
12.92883,6.9829397,8.480236,-1.083839,117.71174,33.413307,12.82812
10.64054,-0.23729795,4.5701118,1.9328111,120.88291,39.159092,17.556778
10.850953,1.5154634,5.736112,5.604245,107.928764,54.766685,21.61527
14.264591,5.338786,7.20787,5.813162,99.59772,56.134644,20.676016
19.189339,7.2512827,8.123532,1.5342423,109.49369,36.132305,13.769362
20.336546,5.2028227,6.4509387,-3.0107024,123.764046,16.178045,4.776945
19.758324,-0.79202914,3.9511383,-4.3903666,129.05554,11.89037,-2.231067
17.960447,0.93046516,1.9223297,-0.50461835,127.15031,14.027959,-2.2814493
8.641984,11.653802,0.021808555,11.312596,120.7885,14.2423115,3.8536372
-5.0045114,24.488295,-0.32538956,26.755733,112.50827,6.5317607,10.070526
-3.5255418,31.517977,0.34562564,33.1082,119.14865,-17.55858,9.659907
9.88887,23.897345,2.6270337,26.61893,123.31088,-15.749984,4.270506
17.195072,11.414358,5.194406,12.546482,121.64201,-0.07152706,-0.24113694
16.80296,7.000234,7.8813286,1.5583929,118.67873,4.7775044,-2.7791402
14.149044,9.014789,10.892864,-2.3070426,116.488205,1.9299463,-0.23307067
16.997644,11.539216,9.762649,-2.8914516,115.19262,3.2289119,-0.50806206
20.289623,8.361829,6.9309764,-2.7967753,116.33329,6.528429,-2.6191237
21.10248,2.798272,5.0552807,-4.621558,119.808685,7.1368446,-4.9404607
19.505453,2.0397217,5.6394067,1.0933281,113.19252,13.554892,-1.6834799
19.012388,4.0812383,11.1322775,16.205608,81.69638,35.50894,2.1468537
23.309916,1.3947113,16.893755,30.073057,38.8723,60.26206,1.9610026
25.545017,0.7125431,18.673239,33.857296,37.710274,67.26961,-0.40569043
17.445467,2.2572732,16.31561,24.590982,83.231964,51.906025,-0.15818103
8.52789,1.3367808,10.914638,10.238984,118.37819,35.19306,2.8243794
11.590548,-1.2440683,7.131216,20.642254,106.10819,40.14283,4.014862
24.387363,-5.5986905,8.925232,34.508675,64.930214,52.34894,0.49759564
43.9565,-6.569757,9.325282,36.699314,29.667923,59.526657,-7.8500733
42.761948,-4.0680704,10.5805645,20.595888,56.66613,42.41923,-9.731838
33.40346,-2.1925051,7.841365,1.9797226,97.19225,18.251303,-8.729219
27.422787,-2.065299,3.4283767,-2.6812706,115.295815,5.524852,-8.523797
21.325386,3.0558672,4.89037,9.105733,105.28851,15.37534,-1.4095253
17.077435,7.4316936,10.392594,24.675837,64.723175,48.440605,3.2076862
15.67184,6.344183,14.675076,35.018734,19.98346,82.72176,3.761468
20.10714,2.0630448,15.231205,33.793125,39.277626,78.19191,-0.70662606
9.345629,1.8006505,10.670582,23.225508,90.28373,49.886585,2.8984795
-1.1449932,4.4161596,3.8805761,11.867819,119.004265,31.781849,7.2188215
2.406147,3.5386271,4.097225,7.8800607,107.47091,45.73697,7.698524
12.717846,0.21650547,7.436113,3.2151139,97.302666,51.35963,3.5197375
18.922987,-2.448419,8.038305,-1.4542261,103.66501,36.89912,-0.78589356
18.97442,-2.884517,5.8717785,-4.3191004,116.98901,15.827881,-4.0519524
15.773389,-1.6372299,3.4936135,-4.7194333,122.66024,6.2100224,-4.2311378
14.745673,-0.93811774,4.029348,-4.644378,121.49727,5.7943506,-4.274001
14.225527,2.0574815,6.5513,-3.8476644,120.349236,5.6866817,-3.53534
13.488808,6.254205,8.497308,-0.4576603,124.65871,0.6123222,-0.7217945
15.609922,9.345314,8.672127,3.02478,131.03717,-2.3536801,0.18602002
18.68777,8.016268,7.836581,2.8099113,134.04745,1.0603136,-0.8345644
20.380272,3.732533,6.5234547,1.4582802,128.86395,10.459324,-1.4487419
20.049936,3.3097465,8.4867525,2.7084367,111.601326,27.611473,0.5322135
17.897947,4.881674,9.978099,4.39697,96.33182,39.643303,2.5613403
19.773561,3.759382,9.702989,2.7683654,101.7557,32.24951,0.65335697
20.650814,1.1798192,7.110306,-0.86588186,116.825195,15.665817,-2.7331429
20.195892,-1.6061167,4.3561826,-4.6874576,125.977974,5.456555,-5.738868
19.595865,-1.4521512,3.1570537,-4.6230054,126.662766,3.5068216,-6.1705246
19.017355,2.0482981,5.4305167,-4.244499,125.4092,1.651105,-4.4585257
15.337301,7.6399164,7.000373,-3.419353,126.910774,-4.0465164,-0.4994413
13.007577,10.371652,8.415345,0.4308278,129.91385,-9.547528,1.7315496
16.765427,11.449163,7.455739,3.4669805,130.8424,-6.2235665,-0.34423673
19.684729,8.1623955,5.3390107,5.041961,124.467155,6.9175134,-2.5134962
18.197716,8.62139,5.5467153,5.709592,105.04286,30.747593,-1.0065718
14.794806,10.974812,7.129566,5.3723392,84.66974,49.05158,1.4512697
15.566538,8.765548,7.242286,3.3901517,89.135376,41.627426,0.48198974
14.265052,4.0885386,5.257673,0.50970626,107.28251,20.596659,-1.3410919
11.60127,-0.13104434,3.190428,-2.8873594,119.48951,7.0844193,-2.5357392
10.495541,-0.9897929,2.7918985,-4.160334,122.293915,4.829465,-3.1087546
11.092571,1.6299312,2.9053652,-2.4193687,119.5362,7.581098,-1.3517694
13.941298,4.2033134,8.27517,7.8974442,98.88943,25.139664,2.903969
22.123615,0.8721225,15.653601,22.456797,55.65705,56.43649,2.5374367
28.640278,-3.560006,19.211185,31.528856,28.674814,77.730896,-0.08510559
24.041994,-1.4932903,17.641378,29.508474,60.66184,69.50452,-1.3950077
11.265135,1.9996614,12.282298,16.213192,110.73845,42.55173,1.873721
3.5271244,6.669373,6.697012,2.0852108,140.88452,19.076868,5.5371547
3.6698966,6.8705854,3.8422167,1.0397961,143.69266,13.709476,7.6218634
7.737213,6.854446,3.284647,2.190599,138.29115,14.978858,5.4509535
12.254556,5.768124,3.0875173,0.3039726,134.82333,12.553087,0.87910986
14.778094,2.345654,2.9258459,-2.918283,134.3967,8.141706,-3.3643684
16.529955,-1.436681,3.2069604,-4.5879183,134.19154,6.939239,-5.7558885
15.899638,0.64156914,3.5351813,-3.1646826,132.46645,8.560988,-5.1954746
11.315606,8.588234,3.845214,5.1391506,128.91428,9.373595,0.112826005
3.6773646,17.409668,3.5624132,16.891325,126.603004,2.678514,6.158283
3.5127432,23.056921,3.1430304,22.443686,127.785706,-9.246444,7.33151
11.679018,19.368666,4.401941,16.611252,126.751625,-9.57203,2.6926322
18.90328,6.5954113,6.007502,5.73593,115.92875,8.83142,-3.2383342
19.45605,5.5897446,9.380697,7.6486897,89.8907,36.90475,-2.3167763
18.078688,9.879299,13.722668,10.028875,62.87284,58.799522,0.7662036
23.071924,8.903805,15.839438,6.274891,67.95943,52.280796,-0.68903583
23.44456,5.5193577,12.059221,2.7131138,97.1798,27.454655,-2.6916106
21.123596,0.08411764,7.0107365,-3.1061237,117.188995,12.9017515,-5.6035914
18.477663,-2.116459,3.3162553,-4.0818024,123.573494,10.159322,-6.523726
17.47014,2.9064562,3.580382,1.2066251,118.51309,16.367928,-2.4350097
15.530012,9.027818,7.5971084,8.447213,92.832184,42.91087,2.219007
12.716594,10.521739,12.92579,11.245007,58.858685,76.25198,4.96569
8.142136,9.80063,12.354286,14.201675,63.456917,77.561676,5.666627
2.665291,7.475745,7.7538395,13.464673,100.71921,48.680332,5.083659
-1.5701214,5.985309,4.0189633,9.682312,121.50333,30.372278,6.5543537
1.2050395,6.660219,7.7280073,9.392878,107.46784,45.24955,7.642667
11.702382,3.8600526,11.555856,5.867831,94.96413,57.498386,4.4470415
16.862732,0.9717571,10.724659,2.3035054,103.4706,47.183445,0.70291716
13.524301,-0.23498455,6.289675,-0.6341746,121.90961,25.314556,-1.103992
8.224172,-0.1953851,2.0685928,-1.5444444,131.35841,12.501879,-1.7422535
5.9205036,0.3185203,1.5751697,0.1345676,129.87158,11.577531,-1.4929744
5.864575,3.5079548,3.514388,2.4626257,121.276344,17.93677,0.08362881
8.689963,5.5101633,7.324405,2.9139278,112.298256,25.733286,0.25486928
13.277314,4.816306,9.451817,2.2209141,115.17115,24.959469,-0.9917617
14.884345,2.6329298,8.396224,1.1424012,128.032,16.129131,-2.0830314
13.301195,0.108788274,5.889444,-0.17782938,135.58675,12.370695,-1.4215918
11.781297,-1.9195558,5.4564934,2.618515,127.35938,21.563688,2.385281
11.809085,-0.054881208,7.7165365,4.7534857,116.3119,27.910728,5.9226375
14.690966,3.1689312,8.771814,4.3644586,116.59381,20.95446,5.833702
18.268284,5.302198,7.427765,2.2539742,124.51316,9.205805,2.2556505
20.531723,3.2157843,5.145136,-1.0355238,129.23741,5.543813,-2.82038
20.712257,-1.0211257,4.366981,-4.3126664,130.20845,5.986309,-6.7667556
18.13357,1.030326,6.0341077,1.0812018,122.85918,12.048588,-3.1791687
15.691659,5.3460937,10.718114,7.8721285,101.852936,30.94029,0.19344313
14.096721,6.6287293,15.071274,9.975204,81.23816,50.56646,1.7775624
19.9835,3.703979,15.466987,7.8753424,94.38921,44.347683,-1.2625614
18.993835,0.9843377,11.079534,3.8846154,120.615074,25.827446,-2.9851425
14.990014,-0.8660355,6.7895966,-1.5672045,136.25551,14.26987,-1.6158997
13.440057,0.72808886,6.2544136,-0.317246,132.94366,18.11719,1.9479041
16.573858,0.661847,7.668705,-0.0027529027,123.68734,24.867449,2.4215622
19.715603,-0.19821624,7.9875135,-2.242349,120.01573,22.281862,0.45855933
19.715527,-0.6697117,6.198935,-4.459988,123.078735,11.682274,-2.3507416
17.67869,-1.4207183,3.652454,-4.9960656,126.23466,3.951244,-4.7354493
15.678299,-2.0554142,3.634689,-4.9566336,126.28593,2.6852126,-5.0301147
14.336942,0.13329151,4.964991,-3.8673615,124.61634,4.095682,-2.8243701
11.924742,4.2294827,6.370544,-0.19674072,125.72161,2.065316,0.44350663
11.009335,6.966979,6.6076207,3.689569,128.60765,-2.300333,1.9051327
12.580604,7.4879684,5.993081,3.970573,129.98917,-4.5645776,0.6166077
14.4790745,4.1536155,5.1883364,0.14262596,128.60078,-3.1368878,-2.0223126
15.280678,-0.04249541,3.8712094,-4.234639,126.89399,-0.7565512,-4.509887
14.744268,-1.948399,3.3920798,-4.999799,125.909355,1.4208442,-5.038041
12.791696,-1.5788244,3.3699245,-4.1001368,126.573425,2.6197853,-4.1491218
11.388483,-1.3187426,3.0929601,-3.5745533,128.37003,2.8234842,-3.6513124
11.441152,-1.5925342,2.8532784,-3.9563563,130.04373,2.9961007,-3.900702
11.750294,-1.7823373,2.6191902,-3.581188,130.70627,3.7316904,-4.347841
11.484204,0.41292363,4.011878,0.24133058,124.848015,10.840198,-3.1434195
10.626151,3.2126813,7.6358004,3.5199416,109.14516,27.893185,-1.7542162
9.332789,4.228159,10.627215,4.467587,93.62273,44.76812,-0.7317096
8.989218,3.25043,10.173862,4.239377,100.14311,42.380093,-0.79893035
5.5688686,1.7948148,6.6103024,2.8832486,119.37391,26.899767,-0.13291135
3.3155346,-0.33280504,4.180307,2.3636405,125.33218,22.249046,2.5273035
4.4844947,-0.5057836,7.3022914,6.1657987,103.89391,41.974247,5.1717772
6.2568154,-2.7037835,11.331329,6.4833264,71.76415,65.499084,6.0360613
1.5053028,-3.1938102,12.217712,4.361374,57.968517,68.07622,6.9727488
-10.633556,0.47446555,6.7871804,5.692284,76.13834,43.136734,9.167717
-17.905657,3.0725617,1.2679443,4.0107856,95.067986,19.301584,8.771455
-20.664633,5.273592,-1.7773861,5.522385,98.57377,12.560482,9.408455
-20.115566,11.852426,-1.6182823,13.567132,88.819275,19.184927,10.890549
-2.2097185,15.047,2.3174024,23.371378,76.15758,25.817793,5.1758966
23.692213,13.608707,5.1129494,29.389517,58.465393,26.27486,-4.302567
46.61301,7.171746,6.780277,25.722008,41.735672,17.743113,-13.412153
53.525986,-0.27966732,8.140499,11.183834,45.266987,3.8977523,-17.00037
46.201504,-2.3916876,7.4179025,-1.8576666,59.812138,-7.8376412,-16.194424
35.332855,3.4509776,5.857622,6.0948462,57.068317,-10.026604,-12.868205
24.625483,7.484933,5.2277465,9.401316,54.02511,-13.917384,-8.341687
21.597116,3.9904258,5.3979316,5.984459,51.027874,-6.8791156,-6.8789244
23.79636,-0.13187519,5.4948835,-1.6118855,52.371708,-2.7410524,-7.912705
25.370089,-2.088614,3.4864182,-4.779024,52.304996,-0.7874873,-8.450422
24.19692,1.1736443,4.307995,-1.8118366,49.591953,-0.7501866,-6.757996
21.914616,6.880965,6.763563,8.9928465,46.940933,-4.5972824,-5.8727255
23.059692,11.263748,8.201035,19.73637,52.154522,-3.2187994,-6.6143928
25.53637,12.405955,8.469301,21.452345,70.13221,5.7427654,-6.639155
25.354885,8.277169,8.062708,13.053231,91.025856,9.481649,-6.175081
22.04809,3.801836,5.0015535,2.015145,106.11609,6.3163757,-5.6602216
15.053773,4.2085876,-1.1241527,6.6324296,109.035446,1.2202893,-4.7151327
2.5838618,9.038864,-4.754596,19.497189,104.71783,-6.9375687,-0.70862144
-11.127791,13.770588,-8.819695,33.879044,95.775116,-17.33647,5.075708
-17.626144,14.788987,-11.998398,47.40898,83.05238,-24.76919,7.8358874
-12.805456,11.461051,-14.5662775,61.540783,66.830795,-22.82069,6.4316297
-5.1298814,6.4671197,-14.278143,74.232864,45.006332,-12.289476,3.608557
0.45767167,5.229951,-4.1594524,76.251755,25.629438,-5.105286,3.4505818
1.9780896,8.870011,21.12805,58.22789,19.644035,-5.4841247,7.0833616
3.0198784,11.541196,52.36081,28.40213,20.71223,-5.4393783,10.722752
6.568435,9.502567,76.35504,7.5774026,12.843359,2.3479931,11.152448
9.090004,4.7578454,90.704254,-8.806493,5.4162354,7.7307663,8.662859
9.451902,1.5564665,91.36456,-14.377035,6.538854,4.0655036,5.483748
9.799111,2.6585186,79.36515,-12.780001,4.2315407,7.837697,6.994104
8.439547,6.653436,62.94543,-10.454705,2.693181,12.745464,7.9932413
5.120929,10.894115,60.0498,-15.644702,5.2345476,11.777333,8.886301
-0.01698114,17.266289,60.997395,-21.99841,8.469939,6.079431,6.7129927
-3.920947,23.429316,52.21965,-19.47381,13.37407,-3.7676663,3.3576174
-8.113376,29.734343,38.666706,-14.620487,15.735211,-10.717227,2.6711385
-8.9147835,34.275124,26.772583,-10.501345,12.901002,-10.514101,3.740308
-3.3583512,36.088573,20.38268,-3.2708573,10.965612,-5.238734,7.4025803
6.7951574,37.53372,15.017533,1.5935953,7.0728054,3.4343743,12.310703
21.747211,34.930332,8.366971,6.0151877,0.35589072,11.502456,13.464361
35.520966,26.30096,3.7613423,6.619536,-5.862266,15.60033,10.587162
43.536415,15.539827,0.6630234,6.4339542,-7.238447,13.170659,6.2370663
44.631943,9.272704,1.039208,6.73912,-6.0428796,9.978064,3.6118376
46.30172,7.363721,0.6737748,10.6840925,-6.114258,11.603753,1.6768975
52.840435,5.7953777,-0.78742373,15.156302,-6.9136076,14.404396,7.8561153
60.57894,2.3396146,-2.208411,17.094376,-8.528172,14.15377,11.083428
65.17088,0.05090351,-3.8951793,16.461573,-10.880505,11.341729,11.005214
67.45887,-0.9698757,-4.343946,15.181,-13.958341,9.269217,9.605513
67.12738,-0.68453974,-3.8142805,14.209332,-12.072805,7.0980997,11.837828
65.391014,-1.5456923,-2.096716,13.95044,-9.561431,9.611674,19.386808
63.677658,-2.6337569,-0.33494222,13.214914,-6.775863,13.570944,26.393606
66.9603,-4.7441907,-0.28335142,14.458332,-3.011594,16.05793,24.300392
74.18377,-6.0010567,-0.9758924,15.014377,-0.1977834,14.917239,12.895605
80.839714,-5.181652,-0.8655175,12.768341,0.15056829,10.907416,-1.4992166
79.67075,0.24421857,1.0541219,8.966444,-1.8001642,8.467034,-5.427506
76.03009,3.9076908,0.9733572,7.705371,-5.6419215,13.140902,0.36084175
77.35399,5.464537,-0.38704497,8.496361,-5.4475403,12.599555,4.2593865
84.45703,5.157855,-0.30765486,9.266315,-4.897294,8.950087,3.5593655
91.69622,2.811108,0.030602416,9.472823,-6.1730795,6.099307,0.82158196
95.15957,1.7985325,-0.25015467,9.348703,-7.4781017,5.7095847,-0.16054113
94.58536,3.175013,-2.0711248,11.699383,-10.0377865,10.244162,1.7710959
87.371,6.888028,-1.1518637,13.494405,-12.828034,15.970313,11.338323
79.08278,7.7708845,-1.2814618,16.816929,-15.133732,20.149157,21.43496
80.06689,4.8530774,-1.0976797,18.348783,-17.75264,21.956387,22.17556
85.289314,4.58917,-0.79870486,16.02445,-16.811346,18.519232,15.997591
80.87894,8.815561,-1.2153617,15.328162,-14.675446,15.204454,17.243671
64.37919,14.752745,-1.7950801,19.38091,-11.042007,16.959492,27.274622
51.55556,13.734527,0.46759987,19.112509,-3.723042,18.081495,29.799673
50.7322,3.6149049,3.7489238,15.027695,1.1664155,17.465715,20.47177
62.635933,-2.3351896,5.130186,9.593725,-0.182276,13.929259,4.518331
68.263504,-4.37494,2.2647192,10.110117,0.9437065,6.139755,-2.823034
68.14587,-3.4436562,0.25917378,12.643294,0.38124767,2.5795162,-2.4239368
63.614166,0.16616586,-0.101135485,13.298291,-2.458161,9.40389,3.1190035
54.943253,8.2642975,2.2253108,11.566561,-5.710464,18.116213,15.322908
54.20059,15.71819,5.2650967,7.637503,-5.57048,21.585938,20.87548
59.579712,19.90313,5.560775,4.6293426,-5.1288133,20.281313,15.779812
55.218113,29.228037,1.7625451,8.489755,-4.356843,15.171354,6.456268
34.439217,48.36756,3.4285276,10.361868,-4.099735,12.858149,3.9846935
11.894628,67.96792,3.2076497,13.173541,-4.5740137,15.672273,6.3303685
5.112368,80.109886,-0.022866823,14.970984,-1.5649455,15.949836,5.640144
-1.4866376,89.26956,-5.299208,15.086472,1.366938,12.900798,6.6883574
-6.824546,95.26905,-7.2964177,13.988399,1.841811,8.236215,4.6990743
-7.311197,97.73825,-5.941215,13.44748,-0.37281588,4.9307137,2.9149516
-7.442372,97.902756,-3.3713632,11.80028,1.5168747,1.7564131,3.8810089
-3.2912247,92.04472,-0.5447899,12.156416,7.569283,-2.9727757,1.8683987
3.7165017,79.31242,7.1593385,10.853254,14.688547,-9.458034,1.6543154
11.280169,70.287865,10.546436,9.626672,13.849836,-9.49801,1.1790102
12.834909,75.40278,9.541681,9.621539,7.4305644,-2.8618267,1.8982288
12.102702,70.93545,20.258827,5.8751006,5.0502625,3.6726522,6.1952
13.593698,52.30709,35.09585,3.3234904,2.4872692,9.190334,8.352735
12.328532,31.238075,44.735428,4.863715,5.074558,11.084599,7.8760133
5.8410516,20.401157,51.762264,11.745413,10.39032,8.475264,6.07837
5.569894,14.537699,67.03261,12.231841,10.5528345,7.5317545,3.5755792
6.7265763,8.387778,80.87532,6.984,5.6762094,7.85734,3.5746841
8.545215,2.3673158,86.39688,2.6197715,-2.0861077,8.412601,2.573836
8.551909,0.124210484,85.32999,3.663125,-2.6608245,5.195575,4.1470184
9.534024,0.7259906,75.90303,15.663503,-2.6559212,8.884684,8.75395
9.213452,4.490677,58.354874,37.16079,-0.8901179,11.884784,13.876568
6.996017,5.674535,62.398216,38.948154,2.4247067,12.231429,17.796412
5.763215,3.4829504,83.16906,20.510937,4.3148427,11.05645,17.341282
7.390904,0.32304078,99.990204,2.0803885,-0.31554285,12.808864,12.262799
10.674623,7.270442,90.92234,14.977039,1.8054262,8.686538,8.940415
18.026817,13.906068,64.28929,41.253838,-4.833264,9.682334,6.7017393
21.780981,15.438297,43.645096,55.256702,-12.294134,15.308166,8.275427
19.06208,11.396391,58.2176,39.73951,-13.731572,17.87016,11.568376
12.509242,4.1443095,84.621185,14.27888,-10.151783,18.26043,11.873764
8.790781,-2.6312926,99.14156,1.4403864,-4.6097918,15.713221,8.309031
8.125945,-2.5162005,102.01577,-0.05146096,-3.1438932,12.984275,6.2698693
5.1591306,4.2478514,93.716,6.2930756,-0.87997943,8.56593,7.800715
7.9010487,10.731139,67.70887,30.076986,-5.077606,7.4323072,8.661124
11.882486,13.587335,32.56493,66.26148,-12.794268,8.781376,7.188865
14.054474,11.095707,10.954735,94.241264,-15.795171,13.406238,5.443052
17.193724,4.6216173,2.810553,109.520706,-17.449644,17.37429,5.7712812
19.891712,-1.1511426,-9.477408,120.982895,-25.666502,27.226006,9.6844
14.473626,3.3949373,-17.41238,121.17311,-19.192919,31.387005,18.587366
12.604765,6.642148,-23.19035,120.65007,-16.46315,32.85692,26.397528
12.575785,6.7630577,-20.359558,120.789894,-22.31525,33.336376,27.201538
12.762519,4.080344,-22.394474,124.991936,-28.524553,29.817122,21.907263
11.5737705,1.1167806,-26.70652,127.85581,-22.82081,23.544037,15.077437
13.327734,-1.545774,-26.496912,128.83281,-24.192305,23.21735,11.774158
12.753395,-0.515481,-14.321198,114.95408,-5.701252,17.445812,12.634392
9.714957,4.0870266,0.16770837,89.30452,19.171507,7.9102573,13.541267
7.630325,6.785197,11.181204,66.763466,31.74778,2.8096907,14.294278
7.2761593,5.101868,13.781532,70.053055,24.256313,4.476387,17.67058
9.595651,1.8056728,5.7591634,91.44055,3.80417,11.405593,21.268429
14.2730055,-1.9449911,3.092322,100.835304,-6.4517946,31.805483,20.920319
8.897031,2.8021631,1.8275703,99.08291,12.463106,35.008224,27.930853
4.803807,6.8831725,-8.074163,102.55741,20.772013,32.695805,36.337765
7.077918,7.778631,-23.177212,114.7914,5.624843,32.335903,35.872643
13.457428,4.3009567,-22.029312,123.48789,-16.874132,27.068325,26.381166
17.356173,-3.16747,-20.028803,127.30102,-26.697483,30.857822,15.339189
19.245945,-7.821968,-18.000916,127.930534,-29.696629,34.792297,7.661932
18.14109,-3.9825027,-11.530609,115.82952,-13.8124695,34.380375,2.8470063
15.1711645,3.1596315,1.4232092,82.35651,31.947289,17.277233,0.00039646335
11.095111,10.236423,9.769503,42.360405,80.93162,-4.2226944,0.097343944
11.200714,11.672088,8.338594,28.294079,105.84113,-4.4706397,1.7582628
15.369558,5.8512616,1.8788636,24.30623,113.91879,9.299208,2.762228
17.781872,1.9380051,-0.71815556,16.982077,113.58579,20.699512,7.9591303
19.792177,3.8647027,6.0356016,20.264757,89.50756,38.526054,18.545158
28.28255,-0.8512595,11.324882,29.194454,43.66134,65.37736,21.800495
35.263577,-4.731491,12.297971,30.813074,23.526072,78.02681,17.490023
30.436735,-2.7917876,9.436215,23.211395,57.6948,61.199192,11.382551
24.589344,-1.258837,3.2875714,11.945767,97.4143,34.50971,4.0443406
20.232409,-2.0226445,-0.8103269,5.699166,115.33181,19.496262,3.1798654
18.001278,-3.1015751,2.27073,2.8983722,116.3932,19.71009,3.1124344
13.133618,-1.2183706,4.372038,3.519504,118.406006,20.115738,2.978312
6.6035028,1.6976795,3.6355286,6.4473968,125.705734,15.771915,2.6402364
2.4086802,3.5428107,1.2113969,8.589687,131.53734,11.7042,3.9919534
3.0861516,3.7758152,-0.44354543,7.8631487,129.90298,13.139871,4.714487
9.557728,5.6165876,1.0081075,5.9866004,115.86272,25.97544,11.169932
19.500582,9.734738,5.5887017,11.1904,84.48648,49.70777,19.094847
28.636591,10.544333,13.479714,14.486991,43.419373,75.70352,24.10108
45.119915,4.000713,20.043575,8.698721,24.659117,86.06115,19.266504
49.45355,2.4559443,14.299388,12.127113,59.7747,62.687466,12.7283325
46.61652,1.1131678,7.9250007,7.095842,94.27821,38.27437,9.238085
44.90213,-1.2728065,4.426978,2.8043675,110.57562,25.875149,6.2825174
43.559597,1.4609673,4.407985,4.858049,107.79625,30.717833,7.06178
42.792545,5.3199396,6.090412,4.7507772,103.223,35.346905,5.9986644
41.33155,7.9285617,7.286653,1.7680578,109.31523,27.14801,3.0808349
39.35578,8.031981,6.7611156,-1.5836837,120.67565,13.527718,-0.48840356
36.935066,5.699961,3.7231815,1.0937313,123.33111,10.753477,2.4872534
35.449574,5.0532994,4.035251,6.0915785,112.4853,21.90841,3.467212
34.266533,5.7801943,6.969381,7.497951,97.63003,34.108925,4.4093137
37.158077,3.5001402,8.803524,5.2471824,93.87653,34.32221,5.7254066
41.242264,-0.44099146,7.1341705,3.2800305,102.81109,22.730223,5.499704
40.96063,-0.58598423,3.7538621,1.0525713,113.93772,8.815765,5.446482
36.603462,1.3239474,0.719535,3.2421238,116.245575,3.3814666,6.69419
23.226665,10.716363,-0.19001107,19.463749,105.2516,7.228703,12.129286
7.164914,26.302036,-0.37907115,41.12534,75.89416,19.911903,13.467602
0.19050874,44.99877,0.14089368,51.197296,50.587307,25.602087,11.820571
6.960705,55.43845,3.1665351,41.21394,36.12715,46.828228,10.816697
10.935708,59.308292,3.7109988,22.784058,14.631426,84.37695,6.509898
10.948796,60.388676,-0.120545715,9.071495,-6.2589054,110.54353,1.3053321
11.340736,58.59358,0.4235451,7.472295,-17.079689,122.259575,0.70441663
11.045082,54.63172,1.614028,11.67126,-25.166782,131.80623,0.06275975
5.348428,49.711555,0.43179348,15.3528595,-26.09025,139.85776,2.5134676
-0.23297678,45.27491,-0.9411353,13.401634,-17.498894,143.47324,2.6282825
1.758727,41.261284,-1.0934347,8.423375,-10.738665,144.41612,0.8776877
4.5089884,39.284695,-1.0418292,5.481653,-12.086131,144.84428,0.811481
8.891033,36.924072,1.0337796,6.852624,-14.312599,141.78539,2.3156908
16.823034,30.38704,3.5605605,13.619335,-20.400023,137.54465,1.4617413
20.445803,20.960577,4.4970365,20.991852,-31.642218,138.27376,1.3676864
14.582225,16.505896,3.8808765,22.80421,-37.13638,147.41254,7.240803
8.685813,13.250804,1.9459996,19.742874,-37.68509,150.65913,18.901394
0.6671872,10.868699,4.3189917,16.26341,-36.18261,133.22662,46.14396
0.3953398,8.056404,14.632544,10.2448225,-33.915356,99.593056,75.99204
5.68344,5.785164,27.856056,0.7685635,-22.49717,61.195976,98.16431
9.024307,3.2255833,35.593826,-6.244477,-7.52504,32.54775,107.9044
5.988992,3.1930702,32.402927,-6.269981,0.62628436,14.940296,114.177666
-2.1189053,6.625401,23.490915,-5.274428,4.72545,3.5353746,120.65109
-4.710303,5.8060718,15.893014,-6.0245085,5.4447594,-1.582616,121.36705
-3.067525,2.96296,13.969784,-6.6292524,4.5164886,2.9931412,118.866005
2.1086812,2.2364266,13.778353,-0.7378988,3.4956417,12.689099,113.060356
